(Filename, System, Human) = (n,k,l,observed_overlap, baseline, i-measure, normalized_i-measure))
(D30036.APW19981006.0833, A, D) = (268, 8, 7, 2, 0.208955223880597, 9.571428571428571, 0.5833333333333334)
(D30036.APW19981006.0833, A, H) = (268, 8, 9, 3, 0.26865671641791045, 11.166666666666666, 0.6805555555555556)
(D30051.NYT19981114.0079, B, F) = (604, 9, 9, 5, 0.13410596026490065, 37.283950617283956, 0.8888888888888891)
(D30051.NYT19981114.0079, B, D) = (604, 9, 9, 2, 0.13410596026490065, 14.91358024691358, 0.35555555555555557)
(D30051.NYT19981114.0079, B, H) = (604, 9, 8, 3, 0.11920529801324503, 25.166666666666668, 0.6000000000000001)
(D30051.NYT19981114.0079, F, B) = (604, 9, 9, 5, 0.13410596026490065, 37.283950617283956, 0.8888888888888891)
(D30051.NYT19981114.0079, F, D) = (604, 9, 9, 1, 0.13410596026490065, 7.45679012345679, 0.17777777777777778)
(D30051.NYT19981114.0079, F, H) = (604, 9, 8, 5, 0.11920529801324503, 41.94444444444444, 1.0)
(D30051.NYT19981114.0079, D, B) = (604, 9, 9, 2, 0.13410596026490065, 14.91358024691358, 0.35555555555555557)
(D30051.NYT19981114.0079, D, F) = (604, 9, 9, 1, 0.13410596026490065, 7.45679012345679, 0.17777777777777778)
(D30051.NYT19981114.0079, D, H) = (604, 9, 8, 3, 0.11920529801324503, 25.166666666666668, 0.6000000000000001)
(D30051.NYT19981114.0079, H, B) = (604, 8, 9, 3, 0.11920529801324503, 25.166666666666668, 0.6000000000000001)
(D30051.NYT19981114.0079, H, F) = (604, 8, 9, 5, 0.11920529801324503, 41.94444444444444, 1.0)
(D30051.NYT19981114.0079, H, D) = (604, 8, 9, 3, 0.11920529801324503, 25.166666666666668, 0.6000000000000001)
(D30047.APW19981120.0290, C, B) = (291, 9, 8, 3, 0.24742268041237114, 12.125, 0.4444444444444444)
(D30047.APW19981120.0290, C, F) = (291, 9, 8, 5, 0.24742268041237114, 20.208333333333332, 0.7407407407407407)
(D30047.APW19981120.0290, C, H) = (291, 9, 9, 1, 0.27835051546391754, 3.5925925925925926, 0.13168724279835392)
(D30047.APW19981120.0290, B, C) = (291, 8, 9, 3, 0.24742268041237114, 12.125, 0.4444444444444444)
(D30047.APW19981120.0290, B, F) = (291, 8, 8, 6, 0.21993127147766323, 27.28125, 1.0)
(D30047.APW19981120.0290, B, H) = (291, 8, 9, 0, 0.24742268041237114, 0.0, 0.0)
(D30047.APW19981120.0290, F, C) = (291, 8, 9, 5, 0.24742268041237114, 20.208333333333332, 0.7407407407407407)
(D30047.APW19981120.0290, F, B) = (291, 8, 8, 6, 0.21993127147766323, 27.28125, 1.0)
(D30047.APW19981120.0290, F, H) = (291, 8, 9, 0, 0.24742268041237114, 0.0, 0.0)
(D30047.APW19981120.0290, H, C) = (291, 9, 9, 1, 0.27835051546391754, 3.5925925925925926, 0.13168724279835392)
(D30047.APW19981120.0290, H, B) = (291, 9, 8, 0, 0.24742268041237114, 0.0, 0.0)
(D30047.APW19981120.0290, H, F) = (291, 9, 8, 0, 0.24742268041237114, 0.0, 0.0)
(D30049.NYT19981118.0464, E, G) = (203, 9, 10, 4, 0.4433497536945813, 9.022222222222222, 0.8)
(D30049.NYT19981118.0464, E, B) = (203, 9, 11, 4, 0.4876847290640394, 8.202020202020202, 0.7272727272727274)
(D30049.NYT19981118.0464, E, D) = (203, 9, 9, 3, 0.39901477832512317, 7.518518518518518, 0.6666666666666667)
(D30049.NYT19981118.0464, G, E) = (203, 10, 9, 4, 0.4433497536945813, 9.022222222222222, 0.8)
(D30049.NYT19981118.0464, G, B) = (203, 10, 11, 5, 0.541871921182266, 9.227272727272727, 0.8181818181818182)
(D30049.NYT19981118.0464, G, D) = (203, 10, 9, 5, 0.4433497536945813, 11.277777777777777, 1.0)
(D30049.NYT19981118.0464, B, E) = (203, 11, 9, 4, 0.4876847290640394, 8.202020202020202, 0.7272727272727274)
(D30049.NYT19981118.0464, B, G) = (203, 11, 10, 5, 0.541871921182266, 9.227272727272727, 0.8181818181818182)
(D30049.NYT19981118.0464, B, D) = (203, 11, 9, 2, 0.4876847290640394, 4.101010101010101, 0.3636363636363637)
(D30049.NYT19981118.0464, D, E) = (203, 9, 9, 3, 0.39901477832512317, 7.518518518518518, 0.6666666666666667)
(D30049.NYT19981118.0464, D, G) = (203, 9, 10, 5, 0.4433497536945813, 11.277777777777777, 1.0)
(D30049.NYT19981118.0464, D, B) = (203, 9, 11, 2, 0.4876847290640394, 4.101010101010101, 0.3636363636363637)
(D30037.NYT19981009.0486, G, D) = (168, 11, 10, 7, 0.6547619047619048, 10.690909090909091, 1.0)
(D30037.NYT19981009.0486, G, H) = (168, 11, 9, 1, 0.5892857142857143, 1.696969696969697, 0.15873015873015872)
(D30037.NYT19981009.0486, G, A) = (168, 11, 8, 3, 0.5238095238095238, 5.727272727272727, 0.5357142857142856)
(D30037.NYT19981009.0486, D, G) = (168, 10, 11, 7, 0.6547619047619048, 10.690909090909091, 1.0)
(D30037.NYT19981009.0486, D, H) = (168, 10, 9, 1, 0.5357142857142857, 1.8666666666666667, 0.1746031746031746)
(D30037.NYT19981009.0486, D, A) = (168, 10, 8, 3, 0.47619047619047616, 6.300000000000001, 0.5892857142857143)
(D30037.NYT19981009.0486, H, G) = (168, 9, 11, 1, 0.5892857142857143, 1.696969696969697, 0.15873015873015872)
(D30037.NYT19981009.0486, H, D) = (168, 9, 10, 1, 0.5357142857142857, 1.8666666666666667, 0.1746031746031746)
(D30037.NYT19981009.0486, H, A) = (168, 9, 8, 2, 0.42857142857142855, 4.666666666666667, 0.4365079365079365)
(D30037.NYT19981009.0486, A, G) = (168, 8, 11, 3, 0.5238095238095238, 5.727272727272727, 0.5357142857142856)
(D30037.NYT19981009.0486, A, D) = (168, 8, 10, 3, 0.47619047619047616, 6.300000000000001, 0.5892857142857143)
(D30037.NYT19981009.0486, A, H) = (168, 8, 9, 2, 0.42857142857142855, 4.666666666666667, 0.4365079365079365)
(D30045.NYT19981127.0289, E, C) = (266, 8, 9, 4, 0.2706766917293233, 14.777777777777779, 0.6349206349206349)
(D30045.NYT19981127.0289, E, B) = (266, 8, 9, 5, 0.2706766917293233, 18.472222222222225, 0.7936507936507937)
(D30045.NYT19981127.0289, E, F) = (266, 8, 10, 7, 0.3007518796992481, 23.275000000000002, 1.0)
(D30045.NYT19981127.0289, C, E) = (266, 9, 8, 4, 0.2706766917293233, 14.777777777777779, 0.6349206349206349)
(D30045.NYT19981127.0289, C, B) = (266, 9, 9, 4, 0.30451127819548873, 13.135802469135802, 0.564373897707231)
(D30045.NYT19981127.0289, C, F) = (266, 9, 10, 4, 0.3383458646616541, 11.822222222222223, 0.5079365079365079)
(D30045.NYT19981127.0289, B, E) = (266, 9, 8, 5, 0.2706766917293233, 18.472222222222225, 0.7936507936507937)
(D30045.NYT19981127.0289, B, C) = (266, 9, 9, 4, 0.30451127819548873, 13.135802469135802, 0.564373897707231)
(D30045.NYT19981127.0289, B, F) = (266, 9, 10, 5, 0.3383458646616541, 14.777777777777779, 0.6349206349206349)
(D30045.NYT19981127.0289, F, E) = (266, 10, 8, 7, 0.3007518796992481, 23.275000000000002, 1.0)
(D30045.NYT19981127.0289, F, C) = (266, 10, 9, 4, 0.3383458646616541, 11.822222222222223, 0.5079365079365079)
(D30045.NYT19981127.0289, F, B) = (266, 10, 9, 5, 0.3383458646616541, 14.777777777777779, 0.6349206349206349)
(D30038.APW19981211.1276, E, F) = (273, 8, 10, 2, 0.29304029304029305, 6.824999999999999, 0.4124999999999999)
(D30038.APW19981211.1276, E, H) = (273, 8, 11, 3, 0.32234432234432236, 9.306818181818182, 0.5625)
(D30038.APW19981211.1276, E, A) = (273, 8, 9, 3, 0.26373626373626374, 11.375, 0.6875)
(D30038.APW19981211.1276, F, E) = (273, 10, 8, 2, 0.29304029304029305, 6.824999999999999, 0.4124999999999999)
(D30038.APW19981211.1276, F, H) = (273, 10, 11, 1, 0.40293040293040294, 2.481818181818182, 0.15)
(D30038.APW19981211.1276, F, A) = (273, 10, 9, 1, 0.32967032967032966, 3.033333333333333, 0.18333333333333332)
(D30038.APW19981211.1276, H, E) = (273, 11, 8, 3, 0.32234432234432236, 9.306818181818182, 0.5625)
(D30038.APW19981211.1276, H, F) = (273, 11, 10, 1, 0.40293040293040294, 2.481818181818182, 0.15)
(D30038.APW19981211.1276, H, A) = (273, 11, 9, 6, 0.3626373626373626, 16.545454545454547, 1.0)
(D30038.APW19981211.1276, A, E) = (273, 9, 8, 3, 0.26373626373626374, 11.375, 0.6875)
(D30038.APW19981211.1276, A, F) = (273, 9, 10, 1, 0.32967032967032966, 3.033333333333333, 0.18333333333333332)
(D30038.APW19981211.1276, A, H) = (273, 9, 11, 6, 0.3626373626373626, 16.545454545454547, 1.0)
(D30024.NYT19981104.0369, C, G) = (540, 9, 9, 2, 0.15, 13.333333333333334, 0.5925925925925927)
(D30024.NYT19981104.0369, C, D) = (540, 9, 6, 2, 0.1, 20.0, 0.8888888888888888)
(D30024.NYT19981104.0369, C, A) = (540, 9, 8, 2, 0.13333333333333333, 15.0, 0.6666666666666666)
(D30024.NYT19981104.0369, G, C) = (540, 9, 9, 2, 0.15, 13.333333333333334, 0.5925925925925927)
(D30024.NYT19981104.0369, G, D) = (540, 9, 6, 1, 0.1, 10.0, 0.4444444444444444)
(D30024.NYT19981104.0369, G, A) = (540, 9, 8, 1, 0.13333333333333333, 7.5, 0.3333333333333333)
(D30024.NYT19981104.0369, D, C) = (540, 6, 9, 2, 0.1, 20.0, 0.8888888888888888)
(D30024.NYT19981104.0369, D, G) = (540, 6, 9, 1, 0.1, 10.0, 0.4444444444444444)
(D30024.NYT19981104.0369, D, A) = (540, 6, 8, 2, 0.08888888888888889, 22.5, 1.0)
(D30024.NYT19981104.0369, A, C) = (540, 8, 9, 2, 0.13333333333333333, 15.0, 0.6666666666666666)
(D30024.NYT19981104.0369, A, G) = (540, 8, 9, 1, 0.13333333333333333, 7.5, 0.3333333333333333)
(D30024.NYT19981104.0369, A, D) = (540, 8, 6, 2, 0.08888888888888889, 22.5, 1.0)
(D31038.NYT19981104.0491, E, G) = (226, 9, 9, 5, 0.3584070796460177, 13.950617283950617, 0.9259259259259259)
(D31038.NYT19981104.0491, E, D) = (226, 9, 10, 6, 0.39823008849557523, 15.066666666666666, 1.0)
(D31038.NYT19981104.0491, E, H) = (226, 9, 10, 5, 0.39823008849557523, 12.555555555555555, 0.8333333333333334)
(D31038.NYT19981104.0491, G, E) = (226, 9, 9, 5, 0.3584070796460177, 13.950617283950617, 0.9259259259259259)
(D31038.NYT19981104.0491, G, D) = (226, 9, 10, 5, 0.39823008849557523, 12.555555555555555, 0.8333333333333334)
(D31038.NYT19981104.0491, G, H) = (226, 9, 10, 6, 0.39823008849557523, 15.066666666666666, 1.0)
(D31038.NYT19981104.0491, D, E) = (226, 10, 9, 6, 0.39823008849557523, 15.066666666666666, 1.0)
(D31038.NYT19981104.0491, D, G) = (226, 10, 9, 5, 0.39823008849557523, 12.555555555555555, 0.8333333333333334)
(D31038.NYT19981104.0491, D, H) = (226, 10, 10, 5, 0.4424778761061947, 11.299999999999999, 0.7499999999999999)
(D31038.NYT19981104.0491, H, E) = (226, 10, 9, 5, 0.39823008849557523, 12.555555555555555, 0.8333333333333334)
(D31038.NYT19981104.0491, H, G) = (226, 10, 9, 6, 0.39823008849557523, 15.066666666666666, 1.0)
(D31038.NYT19981104.0491, H, D) = (226, 10, 10, 5, 0.4424778761061947, 11.299999999999999, 0.7499999999999999)
(D31026.NYT19981017.0093, E, C) = (292, 8, 8, 3, 0.2191780821917808, 13.6875, 1.0)
(D31026.NYT19981017.0093, E, F) = (292, 8, 9, 0, 0.2465753424657534, 0.0, 0.0)
(D31026.NYT19981017.0093, E, H) = (292, 8, 9, 2, 0.2465753424657534, 8.11111111111111, 0.5925925925925926)
(D31026.NYT19981017.0093, C, E) = (292, 8, 8, 3, 0.2191780821917808, 13.6875, 1.0)
(D31026.NYT19981017.0093, C, F) = (292, 8, 9, 0, 0.2465753424657534, 0.0, 0.0)
(D31026.NYT19981017.0093, C, H) = (292, 8, 9, 2, 0.2465753424657534, 8.11111111111111, 0.5925925925925926)
(D31026.NYT19981017.0093, F, E) = (292, 9, 8, 0, 0.2465753424657534, 0.0, 0.0)
(D31026.NYT19981017.0093, F, C) = (292, 9, 8, 0, 0.2465753424657534, 0.0, 0.0)
(D31026.NYT19981017.0093, F, H) = (292, 9, 9, 1, 0.2773972602739726, 3.6049382716049383, 0.26337448559670784)
(D31026.NYT19981017.0093, H, E) = (292, 9, 8, 2, 0.2465753424657534, 8.11111111111111, 0.5925925925925926)
(D31026.NYT19981017.0093, H, C) = (292, 9, 8, 2, 0.2465753424657534, 8.11111111111111, 0.5925925925925926)
(D31026.NYT19981017.0093, H, F) = (292, 9, 9, 1, 0.2773972602739726, 3.6049382716049383, 0.26337448559670784)
(D30006.NYT19981014.0003, C, B) = (399, 9, 10, 3, 0.22556390977443608, 13.3, 0.75)
(D30006.NYT19981014.0003, C, H) = (399, 9, 10, 4, 0.22556390977443608, 17.733333333333334, 1.0)
(D30006.NYT19981014.0003, C, A) = (399, 9, 7, 1, 0.15789473684210525, 6.333333333333334, 0.35714285714285715)
(D30006.NYT19981014.0003, B, C) = (399, 10, 9, 3, 0.22556390977443608, 13.3, 0.75)
(D30006.NYT19981014.0003, B, H) = (399, 10, 10, 4, 0.2506265664160401, 15.96, 0.9)
(D30006.NYT19981014.0003, B, A) = (399, 10, 7, 1, 0.17543859649122806, 5.7, 0.3214285714285714)
(D30006.NYT19981014.0003, H, C) = (399, 10, 9, 4, 0.22556390977443608, 17.733333333333334, 1.0)
(D30006.NYT19981014.0003, H, B) = (399, 10, 10, 4, 0.2506265664160401, 15.96, 0.9)
(D30006.NYT19981014.0003, H, A) = (399, 10, 7, 1, 0.17543859649122806, 5.7, 0.3214285714285714)
(D30006.NYT19981014.0003, A, C) = (399, 7, 9, 1, 0.15789473684210525, 6.333333333333334, 0.35714285714285715)
(D30006.NYT19981014.0003, A, B) = (399, 7, 10, 1, 0.17543859649122806, 5.7, 0.3214285714285714)
(D30006.NYT19981014.0003, A, H) = (399, 7, 10, 1, 0.17543859649122806, 5.7, 0.3214285714285714)
(D30050.NYT19981002.0309, E, B) = (314, 9, 7, 2, 0.20063694267515925, 9.968253968253968, 0.4444444444444444)
(D30050.NYT19981002.0309, E, D) = (314, 9, 7, 0, 0.20063694267515925, 0.0, 0.0)
(D30050.NYT19981002.0309, E, H) = (314, 9, 6, 2, 0.17197452229299362, 11.62962962962963, 0.5185185185185185)
(D30050.NYT19981002.0309, B, E) = (314, 7, 9, 2, 0.20063694267515925, 9.968253968253968, 0.4444444444444444)
(D30050.NYT19981002.0309, B, D) = (314, 7, 7, 1, 0.15605095541401273, 6.408163265306123, 0.2857142857142857)
(D30050.NYT19981002.0309, B, H) = (314, 7, 6, 3, 0.1337579617834395, 22.42857142857143, 1.0)
(D30050.NYT19981002.0309, D, E) = (314, 7, 9, 0, 0.20063694267515925, 0.0, 0.0)
(D30050.NYT19981002.0309, D, B) = (314, 7, 7, 1, 0.15605095541401273, 6.408163265306123, 0.2857142857142857)
(D30050.NYT19981002.0309, D, H) = (314, 7, 6, 1, 0.1337579617834395, 7.476190476190476, 0.3333333333333333)
(D30050.NYT19981002.0309, H, E) = (314, 6, 9, 2, 0.17197452229299362, 11.62962962962963, 0.5185185185185185)
(D30050.NYT19981002.0309, H, B) = (314, 6, 7, 3, 0.1337579617834395, 22.42857142857143, 1.0)
(D30050.NYT19981002.0309, H, D) = (314, 6, 7, 1, 0.1337579617834395, 7.476190476190476, 0.3333333333333333)
(D30055.NYT19981004.0064, E, B) = (218, 8, 9, 4, 0.3302752293577982, 12.11111111111111, 0.75)
(D30055.NYT19981004.0064, E, F) = (218, 8, 8, 4, 0.29357798165137616, 13.625, 0.84375)
(D30055.NYT19981004.0064, E, H) = (218, 8, 9, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D30055.NYT19981004.0064, B, E) = (218, 9, 8, 4, 0.3302752293577982, 12.11111111111111, 0.75)
(D30055.NYT19981004.0064, B, F) = (218, 9, 8, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D30055.NYT19981004.0064, B, H) = (218, 9, 9, 6, 0.37155963302752293, 16.14814814814815, 1.0)
(D30055.NYT19981004.0064, F, E) = (218, 8, 8, 4, 0.29357798165137616, 13.625, 0.84375)
(D30055.NYT19981004.0064, F, B) = (218, 8, 9, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D30055.NYT19981004.0064, F, H) = (218, 8, 9, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D30055.NYT19981004.0064, H, E) = (218, 9, 8, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D30055.NYT19981004.0064, H, B) = (218, 9, 9, 6, 0.37155963302752293, 16.14814814814815, 1.0)
(D30055.NYT19981004.0064, H, F) = (218, 9, 8, 3, 0.3302752293577982, 9.083333333333332, 0.5624999999999999)
(D31031.NYT19981016.0312, C, G) = (388, 7, 8, 1, 0.14432989690721648, 6.928571428571429, 0.4375)
(D31031.NYT19981016.0312, C, F) = (388, 7, 7, 2, 0.12628865979381443, 15.83673469387755, 1.0)
(D31031.NYT19981016.0312, C, H) = (388, 7, 7, 1, 0.12628865979381443, 7.918367346938775, 0.5)
(D31031.NYT19981016.0312, G, C) = (388, 8, 7, 1, 0.14432989690721648, 6.928571428571429, 0.4375)
(D31031.NYT19981016.0312, G, F) = (388, 8, 7, 2, 0.14432989690721648, 13.857142857142858, 0.875)
(D31031.NYT19981016.0312, G, H) = (388, 8, 7, 2, 0.14432989690721648, 13.857142857142858, 0.875)
(D31031.NYT19981016.0312, F, C) = (388, 7, 7, 2, 0.12628865979381443, 15.83673469387755, 1.0)
(D31031.NYT19981016.0312, F, G) = (388, 7, 8, 2, 0.14432989690721648, 13.857142857142858, 0.875)
(D31031.NYT19981016.0312, F, H) = (388, 7, 7, 2, 0.12628865979381443, 15.83673469387755, 1.0)
(D31031.NYT19981016.0312, H, C) = (388, 7, 7, 1, 0.12628865979381443, 7.918367346938775, 0.5)
(D31031.NYT19981016.0312, H, G) = (388, 7, 8, 2, 0.14432989690721648, 13.857142857142858, 0.875)
(D31031.NYT19981016.0312, H, F) = (388, 7, 7, 2, 0.12628865979381443, 15.83673469387755, 1.0)
(D30027.NYT19981001.0363, E, C) = (264, 7, 8, 0, 0.21212121212121213, 0.0, 0.0)
(D30027.NYT19981001.0363, E, G) = (264, 7, 9, 2, 0.23863636363636365, 8.380952380952381, 0.380952380952381)
(D30027.NYT19981001.0363, E, A) = (264, 7, 9, 0, 0.23863636363636365, 0.0, 0.0)
(D30027.NYT19981001.0363, C, E) = (264, 8, 7, 0, 0.21212121212121213, 0.0, 0.0)
(D30027.NYT19981001.0363, C, G) = (264, 8, 9, 6, 0.2727272727272727, 22.0, 1.0)
(D30027.NYT19981001.0363, C, A) = (264, 8, 9, 4, 0.2727272727272727, 14.666666666666668, 0.6666666666666667)
(D30027.NYT19981001.0363, G, E) = (264, 9, 7, 2, 0.23863636363636365, 8.380952380952381, 0.380952380952381)
(D30027.NYT19981001.0363, G, C) = (264, 9, 8, 6, 0.2727272727272727, 22.0, 1.0)
(D30027.NYT19981001.0363, G, A) = (264, 9, 9, 4, 0.3068181818181818, 13.037037037037036, 0.5925925925925926)
(D30027.NYT19981001.0363, A, E) = (264, 9, 7, 0, 0.23863636363636365, 0.0, 0.0)
(D30027.NYT19981001.0363, A, C) = (264, 9, 8, 4, 0.2727272727272727, 14.666666666666668, 0.6666666666666667)
(D30027.NYT19981001.0363, A, G) = (264, 9, 9, 4, 0.3068181818181818, 13.037037037037036, 0.5925925925925926)
(D30045.NYT19981126.0192, E, C) = (464, 8, 7, 1, 0.1206896551724138, 8.285714285714285, 0.47619047619047616)
(D30045.NYT19981126.0192, E, B) = (464, 8, 8, 2, 0.13793103448275862, 14.5, 0.8333333333333334)
(D30045.NYT19981126.0192, E, F) = (464, 8, 10, 3, 0.1724137931034483, 17.4, 1.0)
(D30045.NYT19981126.0192, C, E) = (464, 7, 8, 1, 0.1206896551724138, 8.285714285714285, 0.47619047619047616)
(D30045.NYT19981126.0192, C, B) = (464, 7, 8, 0, 0.1206896551724138, 0.0, 0.0)
(D30045.NYT19981126.0192, C, F) = (464, 7, 10, 1, 0.15086206896551724, 6.628571428571429, 0.380952380952381)
(D30045.NYT19981126.0192, B, E) = (464, 8, 8, 2, 0.13793103448275862, 14.5, 0.8333333333333334)
(D30045.NYT19981126.0192, B, C) = (464, 8, 7, 0, 0.1206896551724138, 0.0, 0.0)
(D30045.NYT19981126.0192, B, F) = (464, 8, 10, 3, 0.1724137931034483, 17.4, 1.0)
(D30045.NYT19981126.0192, F, E) = (464, 10, 8, 3, 0.1724137931034483, 17.4, 1.0)
(D30045.NYT19981126.0192, F, C) = (464, 10, 7, 1, 0.15086206896551724, 6.628571428571429, 0.380952380952381)
(D30045.NYT19981126.0192, F, B) = (464, 10, 8, 3, 0.1724137931034483, 17.4, 1.0)
(D30007.APW19981004.0851, E, B) = (146, 8, 10, 2, 0.547945205479452, 3.6500000000000004, 0.35000000000000003)
(D30007.APW19981004.0851, E, D) = (146, 8, 9, 3, 0.4931506849315068, 6.083333333333334, 0.5833333333333334)
(D30007.APW19981004.0851, E, A) = (146, 8, 7, 4, 0.3835616438356164, 10.428571428571429, 1.0)
(D30007.APW19981004.0851, B, E) = (146, 10, 8, 2, 0.547945205479452, 3.6500000000000004, 0.35000000000000003)
(D30007.APW19981004.0851, B, D) = (146, 10, 9, 4, 0.6164383561643836, 6.488888888888889, 0.6222222222222222)
(D30007.APW19981004.0851, B, A) = (146, 10, 7, 2, 0.4794520547945205, 4.171428571428572, 0.4)
(D30007.APW19981004.0851, D, E) = (146, 9, 8, 3, 0.4931506849315068, 6.083333333333334, 0.5833333333333334)
(D30007.APW19981004.0851, D, B) = (146, 9, 10, 4, 0.6164383561643836, 6.488888888888889, 0.6222222222222222)
(D30007.APW19981004.0851, D, A) = (146, 9, 7, 3, 0.4315068493150685, 6.9523809523809526, 0.6666666666666666)
(D30007.APW19981004.0851, A, E) = (146, 7, 8, 4, 0.3835616438356164, 10.428571428571429, 1.0)
(D30007.APW19981004.0851, A, B) = (146, 7, 10, 2, 0.4794520547945205, 4.171428571428572, 0.4)
(D30007.APW19981004.0851, A, D) = (146, 7, 9, 3, 0.4315068493150685, 6.9523809523809526, 0.6666666666666666)
(D31026.NYT19981017.0027, E, C) = (413, 8, 10, 3, 0.1937046004842615, 15.4875, 0.525)
(D31026.NYT19981017.0027, E, F) = (413, 8, 7, 3, 0.13559322033898305, 22.125, 0.75)
(D31026.NYT19981017.0027, E, H) = (413, 8, 8, 4, 0.1549636803874092, 25.8125, 0.875)
(D31026.NYT19981017.0027, C, E) = (413, 10, 8, 3, 0.1937046004842615, 15.4875, 0.525)
(D31026.NYT19981017.0027, C, F) = (413, 10, 7, 2, 0.1694915254237288, 11.8, 0.4)
(D31026.NYT19981017.0027, C, H) = (413, 10, 8, 2, 0.1937046004842615, 10.325000000000001, 0.35000000000000003)
(D31026.NYT19981017.0027, F, E) = (413, 7, 8, 3, 0.13559322033898305, 22.125, 0.75)
(D31026.NYT19981017.0027, F, C) = (413, 7, 10, 2, 0.1694915254237288, 11.8, 0.4)
(D31026.NYT19981017.0027, F, H) = (413, 7, 8, 4, 0.13559322033898305, 29.5, 1.0)
(D31026.NYT19981017.0027, H, E) = (413, 8, 8, 4, 0.1549636803874092, 25.8125, 0.875)
(D31026.NYT19981017.0027, H, C) = (413, 8, 10, 2, 0.1937046004842615, 10.325000000000001, 0.35000000000000003)
(D31026.NYT19981017.0027, H, F) = (413, 8, 7, 4, 0.13559322033898305, 29.5, 1.0)
(D30033.NYT19981223.0347, E, G) = (594, 9, 8, 2, 0.12121212121212122, 16.5, 0.875)
(D30033.NYT19981223.0347, E, D) = (594, 9, 6, 1, 0.09090909090909091, 11.0, 0.5833333333333334)
(D30033.NYT19981223.0347, E, A) = (594, 9, 7, 2, 0.10606060606060606, 18.857142857142858, 1.0)
(D30033.NYT19981223.0347, G, E) = (594, 8, 9, 2, 0.12121212121212122, 16.5, 0.875)
(D30033.NYT19981223.0347, G, D) = (594, 8, 6, 1, 0.08080808080808081, 12.374999999999998, 0.6562499999999999)
(D30033.NYT19981223.0347, G, A) = (594, 8, 7, 0, 0.09427609427609428, 0.0, 0.0)
(D30033.NYT19981223.0347, D, E) = (594, 6, 9, 1, 0.09090909090909091, 11.0, 0.5833333333333334)
(D30033.NYT19981223.0347, D, G) = (594, 6, 8, 1, 0.08080808080808081, 12.374999999999998, 0.6562499999999999)
(D30033.NYT19981223.0347, D, A) = (594, 6, 7, 0, 0.0707070707070707, 0.0, 0.0)
(D30033.NYT19981223.0347, A, E) = (594, 7, 9, 2, 0.10606060606060606, 18.857142857142858, 1.0)
(D30033.NYT19981223.0347, A, G) = (594, 7, 8, 0, 0.09427609427609428, 0.0, 0.0)
(D30033.NYT19981223.0347, A, D) = (594, 7, 6, 0, 0.0707070707070707, 0.0, 0.0)
(D30007.APW19981002.0567, E, B) = (163, 9, 10, 2, 0.5521472392638037, 3.6222222222222222, 0.35)
(D30007.APW19981002.0567, E, D) = (163, 9, 7, 3, 0.38650306748466257, 7.761904761904762, 0.75)
(D30007.APW19981002.0567, E, A) = (163, 9, 7, 4, 0.38650306748466257, 10.34920634920635, 1.0)
(D30007.APW19981002.0567, B, E) = (163, 10, 9, 2, 0.5521472392638037, 3.6222222222222222, 0.35)
(D30007.APW19981002.0567, B, D) = (163, 10, 7, 1, 0.4294478527607362, 2.3285714285714283, 0.22499999999999995)
(D30007.APW19981002.0567, B, A) = (163, 10, 7, 1, 0.4294478527607362, 2.3285714285714283, 0.22499999999999995)
(D30007.APW19981002.0567, D, E) = (163, 7, 9, 3, 0.38650306748466257, 7.761904761904762, 0.75)
(D30007.APW19981002.0567, D, B) = (163, 7, 10, 1, 0.4294478527607362, 2.3285714285714283, 0.22499999999999995)
(D30007.APW19981002.0567, D, A) = (163, 7, 7, 3, 0.3006134969325153, 9.979591836734695, 0.9642857142857143)
(D30007.APW19981002.0567, A, E) = (163, 7, 9, 4, 0.38650306748466257, 10.34920634920635, 1.0)
(D30007.APW19981002.0567, A, B) = (163, 7, 10, 1, 0.4294478527607362, 2.3285714285714283, 0.22499999999999995)
(D30007.APW19981002.0567, A, D) = (163, 7, 7, 3, 0.3006134969325153, 9.979591836734695, 0.9642857142857143)
(D30003.APW19981018.0423, C, B) = (149, 7, 7, 5, 0.3288590604026846, 15.20408163265306, 0.9523809523809523)
(D30003.APW19981018.0423, C, F) = (149, 7, 8, 4, 0.37583892617449666, 10.642857142857142, 0.6666666666666666)
(D30003.APW19981018.0423, C, A) = (149, 7, 8, 3, 0.37583892617449666, 7.982142857142857, 0.5)
(D30003.APW19981018.0423, B, C) = (149, 7, 7, 5, 0.3288590604026846, 15.20408163265306, 0.9523809523809523)
(D30003.APW19981018.0423, B, F) = (149, 7, 8, 6, 0.37583892617449666, 15.964285714285714, 1.0)
(D30003.APW19981018.0423, B, A) = (149, 7, 8, 4, 0.37583892617449666, 10.642857142857142, 0.6666666666666666)
(D30003.APW19981018.0423, F, C) = (149, 8, 7, 4, 0.37583892617449666, 10.642857142857142, 0.6666666666666666)
(D30003.APW19981018.0423, F, B) = (149, 8, 7, 6, 0.37583892617449666, 15.964285714285714, 1.0)
(D30003.APW19981018.0423, F, A) = (149, 8, 8, 4, 0.42953020134228187, 9.3125, 0.5833333333333334)
